card_number,valid_from,expiry,security_code,x-coordinate,y-coordinate,mean_amount,std_amount,mean_nb_tx_per_day,cust_id,card_type_id
4699988081770384,2022-01-01,2032-01-01,608,82.58167505647627,12.88698674734452,36.84,18.42,2.97,424,5
4750111178309992,2021-01-01,2031-01-01,419,57.18722712271865,58.77693608621982,22.53,11.27,1.45,97,7
4556472929314384,2020-04-01,2030-04-01,632,80.65611478614497,65.87833667107174,70.77,35.38,3.4,193,4
5125485362689046,2020-11-01,2030-11-01,238,60.9812761548117,24.080381607317324,41.75,20.88,0.32,476,3
4710405411526217,2022-03-01,2032-03-01,159,83.06194077877291,96.50269106665124,16.81,8.4,2.92,515,1
4830440580935118,2021-07-01,2031-07-01,718,98.40131632104642,28.84054378187457,96.31,48.16,1.56,729,1
5188948018644826,2015-08-01,2025-08-01,175,82.36236107489735,38.46110759787682,48.62,24.31,1.21,737,9
5348572602925461,2021-11-01,2031-11-01,627,39.18108946171717,80.24017844513243,37.42,18.71,1.78,668,1
4942179428179340,2013-06-01,2023-06-01,652,14.0324518193515,67.11574733796887,63.95,31.98,2.97,658,5
4536051171603986,2022-05-01,2032-05-01,636,88.61817721293451,93.43041141674902,92.06,46.03,2.54,832,6
4768701462638385,2013-04-01,2023-04-01,657,92.93759891275856,55.67628930139298,59.3,29.65,1.12,425,1
4996059329715092,2019-07-01,2029-07-01,883,49.28645844474466,40.42897472548691,55.44,27.72,2.38,140,6
5331647525534191,2015-10-01,2025-10-01,832,83.24426408004217,21.233911067827616,22.27,11.13,0.73,856,10
2266225179086416,2019-09-01,2029-09-01,862,22.38176148226231,53.69744228934136,61.33,30.66,2.32,257,2
2702407333373201,2017-12-01,2027-12-01,309,81.08785810079185,83.5825927910516,36.56,18.28,2.77,642,3
4650460700144133,2013-01-01,2023-01-01,686,67.68722758275764,6.409471103617548,61.63,30.82,2.96,742,3
4842701039308702,2018-07-01,2028-07-01,932,28.863055324025577,58.123822142261226,19.66,9.83,1.92,113,6
2716954500902555,2022-11-01,2032-11-01,56,38.85581012703457,44.86936226225306,27.57,13.79,1.49,991,1
5183342801387592,2016-01-01,2026-01-01,712,68.95267510315611,67.65133857772466,25.49,12.74,2.64,760,8
4817175242149552,2014-06-01,2024-06-01,127,71.20140203307808,82.59782127080818,14.56,7.28,0.96,758,8
4678508214862893,2013-05-01,2023-05-01,233,62.00727559285135,53.34610919763215,89.92,44.96,3.15,862,2
4619689313503059,2022-06-01,2032-06-01,721,18.422483923802613,89.39897100078704,67.16,33.58,0.61,831,6
5423828258673625,2016-02-01,2026-02-01,660,35.058755880659696,58.991768685463306,42.26,21.13,1.75,955,6
5197626374845398,2021-07-01,2031-07-01,628,52.251018108558846,5.4634420000972295,97.44,48.72,0.9,951,2
2335020005347497,2014-08-01,2024-08-01,624,54.353821734264606,8.172534574677826,48.54,24.27,1.94,445,10
2720407816184958,2022-09-01,2032-09-01,310,60.11150117432088,70.80725777960456,6.96,3.48,3.88,524,6
2706463395348116,2012-12-01,2022-12-01,501,74.22922314869471,16.781459564602862,16.43,8.21,0.27,227,3
2700186774037846,2015-01-01,2025-01-01,339,86.55623831722035,10.28425921574767,16.97,8.48,3.92,203,2
4694535365974664,2021-06-01,2031-06-01,616,91.8397542081558,64.97880467642996,14.83,7.42,1.61,378,6
5466123740779430,2016-11-01,2026-11-01,256,35.08191093350156,36.25597965590946,81.54,40.77,1.31,376,10
4405076487177548,2019-12-01,2029-12-01,199,82.84386709389908,8.01867568121133,50.3,25.15,2.52,818,5
4359737112229907,2020-05-01,2030-05-01,756,66.42193849889682,88.16906118435081,82.34,41.17,2.74,930,5
4444772508423241,2015-11-01,2025-11-01,348,32.937926930207574,69.33775385188524,77.79,38.9,1.22,679,4
4697040953141963,2014-11-01,2024-11-01,560,16.121881197512256,65.6409603500657,97.26,48.63,2.25,236,2
4176792988425999,2018-11-01,2028-11-01,996,90.24533072858418,6.644384435577488,55.73,27.86,0.57,259,6
5318615640994142,2021-05-01,2031-05-01,539,80.08180998597503,45.11300697978415,73.28,36.64,2.34,303,2
2275969051502672,2018-08-01,2028-08-01,512,0.013469300448532,51.11291392372298,9.45,4.72,1.1,650,10
4124412907596597,2015-03-01,2025-03-01,12,90.92021362064872,81.96248695476449,89.38,44.69,0.8,273,1
4204653755646413,2020-12-01,2030-12-01,80,80.74401551640625,89.60912999234932,35.21,17.61,0.44,965,5
2264144885015563,2022-08-01,2032-08-01,902,75.82631959290225,2.458691645880151,7.1,3.55,1.29,726,7
2357041200928207,2019-08-01,2029-08-01,678,98.4110319036498,66.79199988036271,65.29,32.65,0.66,488,10
4840359544294776,2017-12-01,2027-12-01,222,1.755236336662891,29.33086107805647,78.45,39.23,2.07,361,2
4448500728895922,2020-11-01,2030-11-01,411,40.18762712367396,67.37562297840898,47.78,23.89,3.0,340,2
4679541072728491,2022-06-01,2032-06-01,247,11.38383934766014,34.52231428016921,53.2,26.6,3.5,435,8
2245102555019350,2017-09-01,2027-09-01,503,24.69611669918925,85.96453453526065,21.04,10.52,3.42,795,8
5403002156321356,2022-01-01,2032-01-01,4,51.74463517550413,43.042741032099016,35.11,17.55,1.74,790,9
4010415914975016,2022-11-01,2032-11-01,803,60.37954529493877,68.65899134926067,15.88,7.94,1.54,602,6
4492699969964895,2020-09-01,2030-09-01,184,77.7049285651756,86.22029736581888,34.82,17.41,2.15,168,9
4248839717059849,2017-05-01,2027-05-01,514,56.73909441560734,79.62436094563871,74.83,37.41,2.44,275,9
2270371990516993,2014-04-01,2024-04-01,872,31.886681832113883,58.21987465941139,40.26,20.13,2.4,610,7
2290211915891269,2022-02-01,2032-02-01,649,74.52147426908346,23.22246909013431,43.51,21.75,1.08,763,9
4776749961659261,2020-03-01,2030-03-01,108,12.839428945412523,10.410964938416631,73.81,36.91,2.31,982,9
2703625366677763,2020-10-01,2030-10-01,555,54.64303160778473,96.70352752561462,9.91,4.96,2.02,994,4
4508353544439286,2017-05-01,2027-05-01,44,95.65013982994802,73.75083594590069,38.56,19.28,1.19,697,1
4849073420319778,2020-12-01,2030-12-01,486,30.44904243540304,98.29468795547008,66.06,33.03,2.87,542,3
4427707070578361,2013-12-01,2023-12-01,914,28.924477197265453,90.00831830164807,16.03,8.02,3.82,920,10
4020418135998989,2022-11-01,2032-11-01,721,84.09087104029072,22.1238696446064,41.19,20.59,3.23,653,3
4652683415599915,2013-09-01,2023-09-01,157,99.3848388899698,88.0314762148927,64.22,32.11,2.28,486,10
4527420549329668,2021-09-01,2031-09-01,516,81.27995672575025,94.72485773838586,98.67,49.34,3.01,77,9
2237399205222992,2016-07-01,2026-07-01,621,37.25089315534659,92.8630562115394,10.87,5.43,0.37,45,9
4189455906700092,2022-08-01,2032-08-01,424,62.982065443470766,40.32106331838228,76.48,38.24,2.13,366,1
2222106330165831,2021-01-01,2031-01-01,379,75.09397983633183,10.137289755315916,31.4,15.7,1.11,822,2
4739928919827180,2015-07-01,2025-07-01,653,74.39051873021519,91.92080310537251,45.26,22.63,1.37,616,6
2294612096173003,2022-08-01,2032-08-01,928,31.030848210454756,50.33451306061541,80.66,40.33,2.96,731,2
4087797247925422,2015-07-01,2025-07-01,188,37.73631767966508,41.35165302899592,8.78,4.39,1.1,753,8
4529187683160823,2020-05-01,2030-05-01,172,34.338670217764424,83.45717902556277,93.87,46.94,0.74,536,10
2246968164535211,2021-08-01,2031-08-01,188,28.65412521282844,59.08332605690107,7.9,3.95,0.15,149,7
4628969645465535,2018-05-01,2028-05-01,851,77.11228158518865,65.46506868659546,19.4,9.7,3.5,226,6
2714837740292865,2017-10-01,2027-10-01,330,98.81240759546354,48.523045576535615,22.02,11.01,3.56,868,2
2720299007686275,2020-05-01,2030-05-01,332,38.27841004030405,83.91466080707525,18.81,9.4,2.02,705,5
4966682905256599,2022-11-01,2032-11-01,508,14.306195272340238,1.401451752605698,58.85,29.43,3.73,546,7
4585421880879914,2019-11-01,2029-11-01,234,66.18345851139982,63.3711599765529,61.38,30.69,0.06,26,2
4639855474355375,2018-07-01,2028-07-01,20,5.778056099636664,69.50352288585532,98.45,49.23,0.96,413,6
5431292087510294,2016-06-01,2026-06-01,218,27.30708099728124,51.80787662388154,33.38,16.69,3.76,932,1
4983631462491270,2014-09-01,2024-09-01,130,48.76670686212644,65.22242595454725,95.3,47.65,2.4,536,3
4275208854749297,2020-06-01,2030-06-01,517,66.38045276218051,47.46308757498139,85.2,42.6,3.22,241,3
4801128059826208,2018-03-01,2028-03-01,505,0.5522117123602399,81.54614284548342,72.15,36.08,2.92,650,5
4024465467720511,2020-06-01,2030-06-01,107,71.87181132622024,11.060359887316086,8.38,4.19,3.98,91,9
4965923426834410,2017-12-01,2027-12-01,978,90.76110025565548,71.40326444668564,62.75,31.38,1.24,14,6
4813767426629914,2015-05-01,2025-05-01,347,3.9343540668509647,12.21099140100268,47.96,23.98,3.74,116,6
2712712966667607,2013-07-01,2023-07-01,835,50.5888678884466,61.14542354346478,6.72,3.36,3.49,424,3
4813866675485810,2016-07-01,2026-07-01,242,40.28732826326371,29.52904940479433,27.08,13.54,1.12,967,5
2678035869017072,2017-11-01,2027-11-01,39,72.20660642037853,4.028551877799846,43.52,21.76,2.07,588,4
4706614982824671,2018-02-01,2028-02-01,746,16.0071634954573,46.15574744197899,5.89,2.94,0.99,628,10
4442182998747814,2015-06-01,2025-06-01,248,3.174376537298862,42.33351441531975,13.03,6.51,2.43,416,5
4016633822224004,2018-05-01,2028-05-01,392,8.696702025593305,30.32197838442505,96.82,48.41,3.78,673,4
2503656203634446,2016-07-01,2026-07-01,946,68.02506883303741,82.54398957486288,18.93,9.46,0.64,14,5
2710010898573908,2021-12-01,2031-12-01,352,16.14578340642401,47.17398375184391,57.58,28.79,2.28,243,4
4550522411420663,2021-02-01,2031-02-01,15,43.95629417728987,51.04601313464413,29.59,14.79,1.27,55,1
4541006762676588,2019-04-01,2029-04-01,179,47.15761885501584,41.18409141472685,38.14,19.07,3.72,191,8
4570041291828511,2022-04-01,2032-04-01,161,70.50409063535928,74.19777295139859,69.38,34.69,1.01,779,5
4468135926648693,2022-01-01,2032-01-01,939,16.82036557665182,87.9330215678474,57.92,28.96,0.93,216,9
4672400499154780,2021-11-01,2031-11-01,728,8.483771408519193,98.66395785011754,40.56,20.28,1.48,632,9
4586267366485323,2013-06-01,2023-06-01,775,45.28833604155117,94.57151084410243,69.3,34.65,1.21,191,6
4093771004090136,2021-10-01,2031-10-01,69,99.63343376272474,36.83095305068483,47.62,23.81,2.89,74,3
4082768172257755,2017-05-01,2027-05-01,584,33.997186379324816,7.893940294655555,47.07,23.54,1.04,638,6
2256175202389745,2016-05-01,2026-05-01,260,47.39212201161027,71.6397111958099,30.74,15.37,0.81,579,9
4940244550229610,2015-05-01,2025-05-01,18,35.94911512197552,29.359184426449332,81.89,40.95,3.24,864,8
5171416335658803,2017-05-01,2027-05-01,341,72.81887562036033,49.549131620619846,70.4,35.2,1.74,143,8
4715598354116593,2021-05-01,2031-05-01,263,49.75398521461022,20.468010905728395,61.16,30.58,0.74,11,3
2708924141832859,2019-07-01,2029-07-01,914,51.16774421156661,53.211348526531566,15.18,7.59,1.79,212,1
4013651034444296,2013-08-01,2023-08-01,674,47.508987286676806,92.24342836561244,11.91,5.96,1.12,680,2
4042269312163762,2014-08-01,2024-08-01,820,53.87017979527143,49.78125080342903,15.02,7.51,2.63,3,1
4643471287153991,2014-01-01,2024-01-01,566,56.06600944161709,60.34876665964548,69.26,34.63,3.22,331,8
4409079772781053,2013-05-01,2023-05-01,922,97.89811151748088,60.34930960433786,38.99,19.5,2.59,255,3
5357787112166368,2018-07-01,2028-07-01,155,47.12871673981645,97.91049380151546,65.24,32.62,0.51,28,3
4295939172513553,2015-10-01,2025-10-01,157,25.464065476376383,68.15027222239293,77.22,38.61,2.38,587,9
2467137718862636,2022-11-01,2032-11-01,561,62.96835952592029,41.61609464061578,20.82,10.41,3.94,791,4
4660235158501531,2012-12-01,2022-12-01,173,83.41641082084413,11.797248362806156,9.29,4.64,1.75,628,3
4768151185672438,2021-07-01,2031-07-01,70,12.809574636620004,33.82675059944984,93.17,46.59,0.9,525,9
2712107522459336,2017-04-01,2027-04-01,419,5.784267656339637,96.91026301408114,88.96,44.48,3.71,20,4
4866464911110966,2014-09-01,2024-09-01,798,67.0732311905834,56.04406309804399,15.54,7.77,1.79,602,4
5139106518017049,2019-11-01,2029-11-01,226,96.2172548474542,37.48705795237041,32.14,16.07,3.47,569,3
2242883774419751,2017-08-01,2027-08-01,661,94.1725711618925,66.85726467229141,69.47,34.73,1.45,896,2
2285851777412741,2019-06-01,2029-06-01,921,33.745427896422896,87.06884554574394,12.93,6.46,0.84,695,2
4404384279788196,2014-11-01,2024-11-01,485,63.34008543167258,24.014561877819308,12.21,6.11,0.52,663,6
4321743574835269,2021-12-01,2031-12-01,64,67.3092130911217,82.43504472493495,42.71,21.36,0.63,756,5
2226800106181750,2016-08-01,2026-08-01,443,16.748258225906977,10.456784033440025,65.46,32.73,2.83,230,5
4892187851935831,2020-11-01,2030-11-01,490,53.90945527360087,28.24724263700037,45.4,22.7,0.15,268,1
2718585672872768,2013-03-01,2023-03-01,153,64.64587416379305,97.41944438163571,85.47,42.73,0.09,524,9
5137548214565320,2021-12-01,2031-12-01,632,8.912443211601662,75.52704204968079,17.13,8.56,3.3,17,9
4196234219262210,2016-03-01,2026-03-01,204,5.958709735314372,60.43593197147711,77.55,38.77,2.09,147,2
2720136193990915,2020-01-01,2030-01-01,998,8.84925020519195,19.59828624191452,9.3,4.65,1.3,535,5
2260943533448579,2014-12-01,2024-12-01,422,95.08635622504104,15.105789178090024,46.07,23.04,3.77,301,5
5171596966416058,2015-11-01,2025-11-01,975,57.8280140996174,3.594227379674209,49.23,24.61,2.17,721,1
2717123166007674,2019-12-01,2029-12-01,209,95.14907101767872,83.84918338430248,81.48,40.74,3.29,754,10
2281038802730420,2021-03-01,2031-03-01,636,24.68570275957329,30.64154493510364,57.74,28.87,2.35,912,2
5489239231260434,2015-05-01,2025-05-01,609,85.06160578411378,56.12227882825249,54.72,27.36,0.46,167,10
4311123590426520,2020-10-01,2030-10-01,428,65.58207673273928,53.72756736680381,69.33,34.66,2.73,271,1
5300330923271933,2020-10-01,2030-10-01,452,22.793516254194166,42.71077886262563,82.71,41.35,3.44,780,6
2288994417154542,2017-05-01,2027-05-01,432,12.748866233198244,39.72872905603673,80.74,40.37,0.6,66,7
4036948112664974,2014-06-01,2024-06-01,967,22.43829797997955,50.45029240548358,29.78,14.89,0.04,428,6
4366254361721312,2017-09-01,2027-09-01,519,57.75933658811575,63.45824175503038,80.8,40.4,1.58,511,7
4963259423289460,2016-09-01,2026-09-01,389,55.11599619163721,43.81786132483445,84.72,42.36,0.64,363,8
2511221823155510,2019-12-01,2029-12-01,517,39.90353176424348,83.98016066644267,22.91,11.46,2.69,47,2
4604805892583208,2019-08-01,2029-08-01,799,69.60206180537922,15.389590633985506,82.5,41.25,0.9,401,3
2260254729284228,2015-07-01,2025-07-01,231,43.08875236618059,24.871427258762992,63.63,31.82,2.83,605,3
4231243292127791,2022-10-01,2032-10-01,799,82.26005606596583,36.019064141126286,17.07,8.54,2.09,89,1
2300892196394566,2021-08-01,2031-08-01,44,69.2532431537108,13.443512940812186,33.44,16.72,1.43,720,1
2307626438500959,2016-10-01,2026-10-01,723,19.668819731282305,23.7483305169384,33.49,16.75,2.57,418,4
2720109337118958,2018-01-01,2028-01-01,738,46.22955610006072,41.17655415845085,66.84,33.42,2.18,594,5
4837645208814742,2016-04-01,2026-04-01,503,76.71882889311269,40.19309136092421,50.59,25.3,2.51,522,6
4148782455696441,2016-03-01,2026-03-01,98,93.17537194328165,39.70150412371917,13.27,6.63,2.47,934,7
4905334704747642,2022-02-01,2032-02-01,455,87.43073341370805,83.06227604317912,26.34,13.17,1.6,807,7
4649878208297372,2017-06-01,2027-06-01,896,60.79050927934446,76.48832615421283,82.23,41.12,2.87,601,5
4932055340508927,2020-12-01,2030-12-01,396,48.32320758754352,98.68959453882977,76.68,38.34,0.99,869,8
4814590099217794,2013-09-01,2023-09-01,552,59.92992870063887,51.37078552153048,32.38,16.19,0.03,48,8
4504773586629615,2017-12-01,2027-12-01,311,83.83287047111378,46.86931597949703,44.41,22.2,1.09,690,7
5329390025121375,2018-08-01,2028-08-01,658,81.37233437222274,94.05039528794026,66.63,33.31,3.82,189,4
2278824935340012,2021-09-01,2031-09-01,167,62.27534032398411,22.267607912308492,34.19,17.09,2.19,578,10
4963904090742602,2021-12-01,2031-12-01,805,59.89785081772106,11.493299705956684,13.92,6.96,3.64,555,4
4184582603408482,2020-06-01,2030-06-01,297,25.92967588657737,42.96568127389351,87.91,43.95,3.37,122,10
4919351174555374,2013-06-01,2023-06-01,627,89.09738846907038,56.94972585185759,84.08,42.04,3.97,635,4
2248545400644540,2020-11-01,2030-11-01,523,94.67562446922408,40.0212275849672,79.41,39.7,1.06,184,8
2256706562729805,2019-08-01,2029-08-01,990,80.36720768991145,18.657005888603585,89.79,44.9,2.16,601,6
4303491891179720,2013-09-01,2023-09-01,385,17.3496050355022,37.97515229193175,81.14,40.57,1.57,424,8
4554947170999175,2016-03-01,2026-03-01,816,18.159771680142565,90.84505613336285,60.42,30.21,1.6,820,2
2262886050537662,2020-04-01,2030-04-01,81,30.24195112785364,56.34083644838541,81.36,40.68,0.55,65,3
2521811437447010,2015-11-01,2025-11-01,45,59.127543574492925,39.90027038701302,10.2,5.1,1.34,371,1
2262049561213774,2017-02-01,2027-02-01,62,15.949226254135828,16.046261427122644,11.7,5.85,0.74,88,9
5573466661707157,2022-06-01,2032-06-01,796,78.06317174255571,58.37727805141116,95.46,47.73,0.17,894,10
4613315520650634,2020-09-01,2030-09-01,314,75.50419287462783,46.053949727414,84.99,42.49,2.91,457,4
4794738347359777,2017-09-01,2027-09-01,688,54.92266647061205,71.45959227000624,67.72,33.86,1.12,904,4
4409346754182364,2022-02-01,2032-02-01,810,1.6912799921607324,90.95644273803012,30.61,15.3,3.28,587,9
4318343695310295,2021-02-01,2031-02-01,711,87.4743649656566,73.74314414271221,29.02,14.51,0.27,710,3
5176123961219059,2014-06-01,2024-06-01,881,70.109758736427,41.0731543491012,52.94,26.47,0.03,100,8
4202706159273879,2017-08-01,2027-08-01,29,82.09810172991409,56.660525890546296,67.42,33.71,3.59,314,9
4863105052438384,2012-12-01,2022-12-01,582,5.115020562039763,39.77934409290982,53.61,26.8,1.93,750,3
2238775833364778,2013-02-01,2023-02-01,413,66.88765310406853,79.86557803566366,93.61,46.8,0.08,64,7
5426158388217649,2022-01-01,2032-01-01,467,49.995899196478845,73.02491895295712,63.82,31.91,0.75,76,1
2710728012342898,2016-02-01,2026-02-01,113,43.2018927594506,98.0368740942185,11.41,5.71,2.07,375,4
2286518871148609,2013-11-01,2023-11-01,500,14.661455715984228,64.59278930230393,27.12,13.56,0.63,80,1
4490509759230450,2013-11-01,2023-11-01,189,98.77855202148874,13.643975255673311,71.04,35.52,1.62,487,4
4598332617050585,2016-06-01,2026-06-01,534,6.605530782216007,97.25682356497369,39.21,19.61,1.91,524,6
4213009625885765,2020-03-01,2030-03-01,947,29.63576135132884,93.8315728651316,82.78,41.39,3.93,44,10
4537092300716959,2013-03-01,2023-03-01,74,69.71636921379805,19.343534295648254,65.94,32.97,1.04,927,7
2259733484344379,2018-04-01,2028-04-01,758,5.755876001664428,54.95288823237355,46.95,23.48,3.55,709,6
2704219933083306,2014-08-01,2024-08-01,657,61.82180633162611,10.112267612279023,12.99,6.5,2.8,9,4
4327352410397734,2020-06-01,2030-06-01,327,0.992382112783563,46.40951594535039,96.53,48.27,2.08,223,3
2227344435962456,2021-10-01,2031-10-01,701,54.56959688130259,20.40643885466006,32.73,16.36,2.99,242,2
4775965555356699,2013-11-01,2023-11-01,551,88.61957804650746,59.304433418678414,42.19,21.09,1.65,292,6
4486959463688723,2019-03-01,2029-03-01,887,8.279866792512646,60.31521094663882,28.31,14.15,1.56,447,7
4693859777901474,2018-10-01,2028-10-01,469,79.87141916545745,29.282203670096475,98.1,49.05,2.41,173,3
5367532163361312,2020-12-01,2030-12-01,985,85.15814000172374,86.37896229650033,43.64,21.82,3.05,954,9
2529545038016251,2022-06-01,2032-06-01,515,13.032043317233589,64.34289495173307,23.73,11.87,0.39,313,1
2253321819600131,2016-11-01,2026-11-01,890,37.454011884736246,95.07143064099162,74.54,37.27,2.39,226,7
5145028143531271,2017-06-01,2027-06-01,337,16.684857820557763,92.3731395876776,83.04,41.52,1.42,321,10
2332967629160321,2017-07-01,2027-07-01,841,58.24226582072465,74.8073179429532,82.12,41.06,2.63,125,6
4603967024365242,2013-08-01,2023-08-01,553,95.71348325397962,42.71050453603432,50.13,25.07,3.59,344,4
4622593648820896,2016-09-01,2026-09-01,486,35.466620498508284,55.06633794408516,43.3,21.65,3.33,465,10
2350249163009793,2015-07-01,2025-07-01,513,87.36771141863387,98.40834691992951,77.99,38.99,1.67,578,7
4417595587209626,2022-01-01,2032-01-01,936,27.14093804467144,49.669542281794655,32.01,16.0,0.54,142,4
2283465579220301,2013-08-01,2023-08-01,449,65.96902729304743,44.203342093112354,66.58,33.29,0.25,687,2
5350576449747009,2012-12-01,2022-12-01,268,35.86215819535914,91.13391900786308,6.99,3.5,1.26,985,1
4241904966319315,2018-01-01,2028-01-01,919,0.6952130531190703,51.07473025775657,44.65,22.32,0.89,393,10
4703045319433758,2013-07-01,2023-07-01,479,69.2161341694132,6.229179813006269,53.4,26.7,3.99,337,9
4284139080882355,2014-11-01,2024-11-01,305,1.240403627731479,46.876796546450585,33.62,16.81,2.39,805,8
4605867949638301,2020-06-01,2030-06-01,236,14.795833410940585,98.46544775908396,24.86,12.43,0.52,959,4
4415285725629263,2016-09-01,2026-09-01,358,2.49716621170496,44.903876793012586,27.56,13.78,0.2,230,1
4989376297454937,2013-04-01,2023-04-01,364,83.73670797701507,16.972842857692317,6.82,3.41,3.12,292,5
4806867177318060,2016-08-01,2026-08-01,254,17.968310887024195,23.754332492387764,97.28,48.64,0.72,644,10
4511021254341233,2013-06-01,2023-06-01,160,77.55052967189994,39.31217982070792,18.23,9.12,0.04,377,9
2290507918158998,2021-12-01,2031-12-01,868,7.845581631712395,54.44969591038651,72.39,36.2,0.67,311,3
4868765326909737,2021-06-01,2031-06-01,468,1.1620539908100636,7.244688779455888,42.29,21.14,1.92,668,4
4074820736511894,2016-10-01,2026-10-01,940,67.75316138836847,37.31226184223836,94.46,47.23,0.67,700,2
4729273186830290,2014-06-01,2024-06-01,585,97.18453013254846,51.26152441031999,32.63,16.32,1.88,879,10
2258595922483957,2021-10-01,2031-10-01,947,8.860471396967906,48.76278096672109,12.38,6.19,1.63,878,7
4911872282471830,2013-04-01,2023-04-01,181,81.60567571143235,43.206728506661776,80.66,40.33,2.38,203,3
4572791940961059,2018-11-01,2028-11-01,661,99.49078226464351,17.38952492194873,42.64,21.32,3.03,285,6
4142369143075364,2020-02-01,2030-02-01,614,27.47315255195195,39.45760755976464,45.07,22.54,1.64,804,9
4817074436023444,2015-02-01,2025-02-01,252,69.16556518665415,96.56389752668004,42.39,21.2,0.52,880,10
4732175036192026,2018-08-01,2028-08-01,999,4.149732550990636,32.20675351957297,58.18,29.09,3.43,903,10
4791971112125908,2015-10-01,2025-10-01,35,24.19316803155296,71.39526325065899,83.14,41.57,3.22,361,7
4096170159591948,2018-05-01,2028-05-01,757,73.78849848346061,70.45544280274453,45.16,22.58,1.39,597,5
2703353910161255,2022-08-01,2032-08-01,16,64.82975272988016,51.1093821472398,47.32,23.66,3.87,302,8
4238736704254965,2014-12-01,2024-12-01,928,29.729079030733363,9.206698608247542,61.91,30.95,2.49,978,6
5392365346060561,2013-05-01,2023-05-01,356,94.11208125336736,87.63194331423115,14.74,7.37,1.57,871,1
4680570237718433,2013-01-01,2023-01-01,192,76.65959447120517,96.62742977481858,97.16,48.58,3.46,988,1
4663436294897869,2014-10-01,2024-10-01,31,25.439158084184697,36.185309320513866,49.89,24.95,0.18,813,3
4287056227104336,2014-07-01,2024-07-01,875,40.71064891256276,6.600984414024158,38.14,19.07,0.44,489,6
4987809270452389,2021-11-01,2031-11-01,856,6.616518883444044,1.9155485551252904,83.55,41.77,2.1,341,10
2263460666437490,2013-02-01,2023-02-01,607,71.43266357349975,46.17161438131191,92.49,46.24,2.78,284,7
2230644212146149,2020-08-01,2030-08-01,683,17.48814371759594,85.57372589057863,26.58,13.29,3.35,224,1
5382971681572458,2013-06-01,2023-06-01,0,15.369104284420454,57.26072328820224,31.32,15.66,3.69,541,8
4130232129833814,2020-03-01,2030-03-01,742,59.03476904587729,50.83605469162799,33.27,16.64,2.26,892,2
4311775331266109,2017-03-01,2027-03-01,101,1.1706610730904066,42.2034260127639,33.03,16.52,1.94,639,3
5181226815947479,2012-12-01,2022-12-01,531,18.410132336095696,10.56503454489307,82.22,41.11,2.32,704,8
2720290930437662,2014-06-01,2024-06-01,366,67.61957463565392,85.86001069824982,96.46,48.23,2.51,322,9
4347143455812232,2019-06-01,2029-06-01,231,22.879816549162246,7.697990982879299,32.53,16.27,0.64,80,4
2431008178522114,2019-03-01,2029-03-01,871,51.44613277398942,8.50563854892411,57.14,28.57,1.52,277,8
2711033682963530,2016-03-01,2026-03-01,905,65.3162790531283,93.83048184484826,87.76,43.88,3.06,289,1
2720480831367833,2021-01-01,2031-01-01,770,96.24472949421111,25.178229582536417,52.24,26.12,1.2,937,1
2248700516271361,2014-06-01,2024-06-01,115,62.79003894909078,8.17590319488719,87.99,43.99,3.68,988,3
2232528809570159,2018-02-01,2028-02-01,303,59.24145688620425,4.645041271999773,62.72,31.36,0.68,533,1
2606647070385036,2019-05-01,2029-05-01,59,9.957971354002892,1.602815645512312,96.55,48.27,1.51,427,7
4801184895543937,2020-08-01,2030-08-01,690,59.507793070025485,5.142581348425034,52.15,26.07,2.39,119,6
2229519611594086,2015-07-01,2025-07-01,154,8.091928305125219,40.29801787651615,21.48,10.74,2.78,353,2
4948314789117977,2015-07-01,2025-07-01,699,22.67726253196457,66.65219766930349,12.61,6.3,1.77,401,1
4234309805009789,2021-12-01,2031-12-01,208,93.9498941564189,89.48273504276489,61.8,30.9,3.69,201,3
4153779599594658,2015-09-01,2025-09-01,170,15.004866469398426,32.467592689006,75.05,37.52,1.9,920,2
4856955798877496,2015-03-01,2025-03-01,424,16.975790508754073,51.977394855601766,37.02,18.51,3.32,750,10
4623236066799866,2017-09-01,2027-09-01,912,12.34498658103551,20.59800358769617,5.09,2.54,0.16,564,10
2702721051334603,2014-08-01,2024-08-01,842,99.93503004722002,21.14312579989112,30.19,15.1,2.65,598,5
4739769156716490,2016-03-01,2026-03-01,289,79.41973312770843,9.299063982313216,60.88,30.44,1.92,578,5
4320331922270511,2013-10-01,2023-10-01,287,79.45155444907486,70.70864772666981,9.77,4.88,0.29,612,3
5418425278630904,2013-01-01,2023-01-01,712,82.12594203728455,24.465505460471302,45.02,22.51,3.36,723,5
2253815614978402,2016-09-01,2026-09-01,690,79.82951789667752,64.99639307777652,71.69,35.84,3.18,819,7
2346799702462991,2019-10-01,2029-10-01,65,90.6472110964547,62.42379959139921,16.11,8.05,3.76,871,1
2720881385854243,2022-09-01,2032-09-01,321,41.97273169261223,63.85259476640856,42.77,21.39,1.1,856,4
5491944545697298,2019-08-01,2029-08-01,556,37.83156071652595,8.839696714675839,37.51,18.75,3.93,541,2
4521823076810404,2014-05-01,2024-05-01,570,8.238104561584269,68.0499302074713,67.18,33.59,1.09,892,1
4362418623690367,2016-01-01,2026-01-01,891,88.1927758304644,42.74896879206152,20.41,10.21,0.05,255,10
2406170690149718,2014-04-01,2024-04-01,38,24.545446253893044,71.75613826485358,78.8,39.4,2.69,492,9
